,THING_ID,RA,DEC,Z_VI,BAL_FLAG_VI
116132,357817207,160.69754740528356,28.519080677873696,2.4641544818878174,0
116135,314818242,160.69854654252902,23.427164299253146,2.3419275283813477,0
116137,329673744,160.69977203127604,25.166826092126897,2.498,0
116139,381010532,160.70107141720356,31.504395275591435,1.5106303691864014,0
116141,393838555,160.70185480106744,33.44962085486762,0.8601539134979248,0
116142,363378386,160.7023869194101,29.271535194973282,2.570841073989868,0
116143,331561653,160.70239736406722,25.346231726311114,0.6650273203849792,0
116149,386780120,160.7086505619821,32.33698356298974,2.414,0
116151,374626860,160.70889225786425,30.75202528384516,1.0686781406402588,0
116152,323953803,160.70910559922672,24.38308826369691,1.236,0
116154,329439535,160.7098470085984,24.960664508578848,1.555706262588501,0
116158,413052950,160.71167000315236,36.670351914636576,2.369,0
116170,379636374,160.71722882094616,31.37378328438803,1.3155354261398315,0
116173,417133078,160.7183708220474,37.31557373655803,2.6533453464508057,0
116176,419847537,160.71965810028445,37.800222710958685,2.541,0
116178,338805490,160.72191079659234,26.22868184563358,2.99,0
116179,342402189,160.7223207144796,26.662683651459513,2.4637041091918945,0
116182,311396382,160.72305642987317,22.852878808262428,1.5933374166488647,0
116183,322091729,160.72372975308045,24.16105590171496,1.6437362432479858,0
116184,423680617,160.724333852263,38.33394904843817,3.3686304092407227,0
116185,344107197,160.72466929845393,26.867545055154913,1.2736560106277466,0
116188,314818259,160.7266279706231,23.43327846264124,2.3973662853240967,0
116189,414423075,160.7277211627353,36.86109535649126,2.446117877960205,0
116191,335064897,160.72830995165788,25.620465710264885,0.6029415130615234,0
116194,405043814,160.7319872437152,35.25018829607136,1.530792236328125,0
116199,307744316,160.73413139560802,22.574790794590225,2.517,0
116200,366613044,160.73586267069595,29.660635871955915,2.76,0
116203,307744242,160.73735411681946,22.435600047848677,1.269,0
116207,325871115,160.73794064654732,24.630659713787512,2.3488481044769287,0
116211,396909231,160.73949143578355,33.917901476156814,2.585,0
116214,377794965,160.73969270295262,31.017593948242375,3.73,0
116216,324205667,160.73994137972826,24.52101875561118,2.40043306350708,0
116219,288299529,160.74169300148537,20.122865250121425,2.234,0
116220,358064924,160.74178507303498,28.509281811442726,2.555,0
116221,398195933,160.74217197896644,34.14567498843225,2.3268558979034424,0
116223,368332284,160.74245026923126,29.838776615566832,0.43411871790885925,0
116226,413052881,160.74369317634188,36.71350034794623,2.133,0
116228,304306365,160.744730510792,22.038466930446706,3.2394309043884277,0
116233,400974451,160.74771292986927,34.594828232825364,0.8848762512207031,0
116239,400974419,160.75026432135004,34.56640094718536,3.1751630306243896,0
116242,333217918,160.75087997267565,25.58143396239241,2.5293314456939697,0
116243,368332290,160.75123797657076,29.85654190978621,2.123370409011841,0
